rtcDate,rtcTime,Q6_1,Q6_2,Q6_3,RawAX,RawAY,RawAZ,RawGX,RawGY,RawGZ,RawMX,RawMY,RawMZ,gps_Lat,gps_Long,gps_Alt,gps_GroundSpeed,gps_Heading,degC,pressure_hPa,pressure_Pa,altitude_m,output_Hz,count,
01/01/2000,02:15:27.31,0.01373,-0.02533,-1.54504,-8006,11,18,-5,0,0,-439,47,21143,0,0,0,0,0,23.4766,1010.17,97133.33,354.92,7.143,1,
01/01/2000,02:15:27.48,0.00073,-0.00043,0.0,0,0,238,160,-433,53,-37,26870,20497,0,0,0,0,0,23.4688,1010.11,97130.71,355.37,8.333,2,
01/01/2000,02:15:27.58,0.00391,0.01522,-0.00270,-542,-150,-8048,14,19,-6,238,165,-423,0,0,0,0,0,23.4766,1010.13,97128.09,355.37,9.091,3,
01/01/2000,02:15:27.68,0.00441,0.01716,-0.00303,-704,-204,-8012,7,17,-1,231,170,-438,0,0,0,0,0,23.4922,1010.19,97128.09,355.37,9.302,4,
01/01/2000,02:15:27.78,0.00479,0.01924,-0.00332,-674,-220,-8036,13,16,-2,228,167,-442,0,0,0,0,0,23.4688,1010.21,97133.33,354.92,9.259,5,
01/01/2000,02:15:27.88,0.00528,0.02152,-0.00362,-522,-184,-8064,11,20,-3,228,162,-438,0,0,0,0,0,23.4922,1010.19,97128.09,355.37,9.375,6,
01/01/2000,02:15:27.98,0.00569,0.02351,-0.00382,-662,-220,-8044,11,17,0,232,168,-429,0,0,0,0,0,23.4844,1010.31,97130.71,355.14,9.589,7,
01/01/2000,02:15:28.08,0.00628,0.02582,-0.00411,-670,-248,-8024,11,13,-2,238,172,-433,0,0,0,0,0,23.4844,1010.20,97125.47,355.59,9.524,8,
01/01/2000,02:15:28.18,0.00683,0.02829,-0.00453,-544,-182,-7996,12,14,-14,245,165,-435,0,0,0,0,0,23.4922,1010.18,97128.09,355.37,9.574,9,
01/01/2000,02:15:28.28,0.00727,0.03034,-0.00480,-662,-150,-8090,12,13,-3,230,168,-432,0,0,0,0,0,23.5000,1010.10,97128.09,355.82,9.709,10,
01/01/2000,02:15:28.38,0.00777,0.03278,-0.00520,-678,-222,-7992,13,15,-6,244,163,-437,0,0,0,0,0,23.4922,1010.30,97130.71,355.14,9.649,11,
01/01/2000,02:15:28.48,0.00838,0.03519,-0.00559,-628,-198,-8024,7,15,-6,230,176,-434,0,0,0,0,0,23.5000,1010.19,97117.61,355.59,9.677,12,
01/01/2000,02:15:28.58,0.00891,0.03731,-0.00594,-620,-124,-8040,11,14,-10,247,166,-432,0,0,0,0,0,23.5078,1010.22,97122.84,355.82,9.774,13,
01/01/2000,02:15:28.68,0.00944,0.03990,-0.00642,-646,-144,-8020,7,16,-9,227,168,-437,0,0,0,0,0,23.5000,1010.28,97122.84,355.82,9.722,14,
01/01/2000,02:15:28.78,0.00991,0.04214,-0.00662,-564,-166,-8054,13,16,-4,231,175,-431,0,0,0,0,0,23.5000,1010.23,97120.23,356.05,9.804,15,
01/01/2000,02:15:28.88,0.01061,0.04484,-0.00693,-636,-120,-8034,12,16,-4,232,161,-439,0,0,0,0,0,23.5078,1010.23,97128.09,355.37,9.756,16,
01/01/2000,02:15:28.98,0.01131,0.04757,-0.00736,-714,-180,-8060,13,12,-6,238,162,-431,0,0,0,0,0,23.4922,1010.32,97122.84,355.37,9.770,17,
01/01/2000,02:15:29.08,0.01182,0.04994,-0.00768,-666,-216,-8044,11,16,-8,234,171,-439,0,0,0,0,0,23.5078,1010.07,97122.84,355.82,9.836,18,
01/01/2000,02:15:29.18,0.01253,0.05283,-0.00804,-700,-78,-8052,12,16,-8,240,167,-431,0,0,0,0,0,23.5078,1010.21,97130.71,355.14,9.794,19,
01/01/2000,02:15:29.28,0.01328,0.05573,-0.00841,-682,-142,-8022,11,16,-4,231,145,-421,0,0,0,0,0,23.4922,1010.19,97128.09,355.37,9.804,20,
01/01/2000,02:15:29.38,0.01389,0.05829,-0.00863,-670,-224,-8004,9,14,-7,236,165,-435,0,0,0,0,0,23.5078,1010.30,97120.23,355.59,9.813,21,
01/01/2000,02:15:29.48,0.01463,0.06143,-0.00904,-724,-168,-8034,13,11,-6,221,162,-428,0,0,0,0,0,23.5000,1010.34,97122.84,354.92,9.821,22,
01/01/2000,02:15:29.58,0.01538,0.06456,-0.00942,-676,-138,-8048,8,15,-10,227,163,-437,0,0,0,0,0,23.5156,1010.20,97125.47,355.59,9.829,23,
01/01/2000,02:15:29.68,0.01602,0.06728,-0.00969,-682,-188,-8050,13,18,-7,236,165,-423,0,0,0,0,0,23.5156,1010.18,97120.23,356.05,9.836,24,
01/01/2000,02:15:29.78,0.01683,0.07051,-0.01004,-670,-188,-8046,11,14,-5,243,167,-428,0,0,0,0,0,23.5000,1010.29,97125.47,355.59,9.843,25,
01/01/2000,02:15:29.88,0.01748,0.07321,-0.01036,-654,-106,-8020,9,12,-6,237,171,-437,0,0,0,0,0,23.5000,1010.24,97128.09,355.37,9.848,26,
01/01/2000,02:15:29.98,0.01827,0.07673,-0.01072,-602,-180,-8032,10,21,-2,248,162,-419,0,0,0,0,0,23.5234,1010.15,97125.47,355.59,9.854,27,
01/01/2000,02:15:30.08,0.01909,0.08019,-0.01124,-640,-192,-8032,13,16,-9,240,167,-438,0,0,0,0,0,23.5156,1010.23,97122.84,355.82,9.825,28,
01/01/2000,02:15:30.18,0.01987,0.08316,-0.01162,-662,-144,-8032,11,13,-4,231,165,-426,0,0,0,0,0,23.5078,1010.30,97114.98,356.50,9.898,29,
01/01/2000,02:15:30.29,0.02075,0.08680,-0.01215,-646,-114,-8062,10,13,-3,230,161,-418,0,0,0,0,0,23.5078,1010.27,97114.98,356.50,9.868,30,
01/01/2000,02:15:30.39,0.02169,0.09046,-0.01243,-660,-162,-8030,16,13,-2,234,168,-432,0,0,0,0,0,23.5313,1010.22,97117.61,356.27,9.841,31,
01/01/2000,02:15:30.49,0.02256,0.09419,-0.01280,-610,-170,-7994,9,15,-5,237,161,-427,0,0,0,0,0,23.5156,1010.26,97125.47,355.59,9.907,32,
01/01/2000,02:15:30.59,0.02340,0.09739,-0.01315,-650,-180,-8008,12,15,-3,237,156,-427,0,0,0,0,0,23.5156,1010.18,97125.47,355.59,9.880,33,
01/01/2000,02:15:30.69,0.02428,0.10129,-0.01364,-664,-148,-8012,9,13,-6,243,172,-433,0,0,0,0,0,23.5313,1010.30,97122.84,355.82,9.855,34,
01/01/2000,02:15:30.79,0.02518,0.10533,-0.01402,-648,-224,-8024,12,16,-1,239,168,-432,0,0,0,0,0,23.5156,1010.20,97117.61,356.27,9.859,35,
01/01/2000,02:15:30.89,0.02588,0.10872,-0.01439,-568,-130,-8042,12,16,-8,238,167,-435,0,0,0,0,0,23.5078,1010.35,97114.98,356.50,9.890,36,
01/01/2000,02:15:30.99,0.02683,0.11290,-0.01482,-670,-204,-8034,11,13,-4,239,159,-425,0,0,0,0,0,23.5234,1010.21,97120.23,356.05,9.840,37,
01/01/2000,02:15:31.10,0.02787,0.11716,-0.01526,-752,-234,-8024,11,15,-10,238,172,-423,0,0,0,0,0,23.5156,1010.28,97120.23,356.05,9.870,38,
01/01/2000,02:15:31.20,0.02877,0.12070,-0.01570,-514,-106,-8032,9,16,-9,233,165,-438,0,0,0,0,0,23.5313,1010.28,97122.84,355.82,9.873,39,
01/01/2000,02:15:31.30,0.02983,0.12518,-0.01613,-702,-94,-8018,12,14,-3,240,157,-428,0,0,0,0,0,23.5234,1010.19,97117.61,356.27,9.877,40,
01/01/2000,02:15:31.40,0.03088,0.12967,-0.01647,-762,-222,-8026,11,18,-4,236,155,-412,0,0,0,0,0,23.5313,1010.19,97117.61,356.27,9.880,41,
01/01/2000,02:15:31.50,0.03185,0.13357,-0.01681,-584,-132,-8024,11,13,-6,238,165,-440,0,0,0,0,0,23.5156,1010.14,97122.84,355.82,9.882,42,
01/01/2000,02:15:31.60,0.03295,0.13834,-0.01721,-732,-74,-8020,10,13,-5,243,165,-435,0,0,0,0,0,23.5156,1010.28,97120.23,356.27,9.908,43,
01/01/2000,02:15:31.70,0.03394,0.14305,-0.01761,-716,-150,-8048,9,16,-7,221,160,-421,0,0,0,0,0,23.5234,1010.29,97120.23,356.27,9.888,44,
01/01/2000,02:15:31.80,0.03489,0.14706,-0.01799,-652,-178,-8038,15,15,-3,238,165,-433,0,0,0,0,0,23.5234,1010.22,97122.84,355.82,9.890,45,
01/01/2000,02:15:31.90,0.03605,0.15211,-0.01848,-750,-112,-8020,11,18,-3,233,172,-435,0,0,0,0,0,23.5234,1010.18,97120.23,356.05,9.892,46,
01/01/2000,02:15:32.00,0.03723,0.15709,-0.01897,-668,-124,-7974,10,17,-7,236,162,-435,0,0,0,0,0,23.5469,1010.27,97117.61,356.27,9.895,47,
01/01/2000,02:15:32.10,0.03824,0.16148,-0.01938,-670,-210,-7994,12,13,-3,228,170,-431,0,0,0,0,0,23.5313,1010.17,97120.23,355.82,9.897,48,
01/01/2000,02:15:32.20,0.03953,0.16670,-0.01979,-694,-114,-7980,10,15,-3,220,146,-422,0,0,0,0,0,23.5313,1010.30,97120.23,356.27,9.899,49,
01/01/2000,02:15:32.30,0.04060,0.17111,-0.02018,-580,-136,-8056,15,13,-3,236,162,-431,0,0,0,0,0,23.5313,1010.18,97117.61,356.27,9.901,50,
01/01/2000,02:15:32.40,0.04196,0.17662,-0.02063,-702,-172,-8020,15,16,-6,236,167,-426,0,0,0,0,0,23.5234,1010.31,97117.61,356.27,9.922,51,
01/01/2000,02:15:32.50,0.04331,0.18203,-0.02107,-724,-158,-8012,14,14,-2,226,150,-426,0,0,0,0,0,23.5234,1010.23,97114.98,356.50,9.905,52,
01/01/2000,02:15:32.60,0.04449,0.18671,-0.02136,-586,-108,-8060,11,15,-2,238,162,-433,0,0,0,0,0,23.5313,1010.23,97122.84,355.82,9.907,53,
01/01/2000,02:15:32.70,0.04585,0.19243,-0.02181,-684,-144,-8060,12,15,-5,234,166,-434,0,0,0,0,0,23.5391,1010.22,97122.84,355.82,9.908,54,
01/01/2000,02:15:32.80,0.04723,0.19821,-0.02232,-674,-128,-8018,10,12,-7,237,161,-422,0,0,0,0,0,23.5313,1010.26,97120.23,356.05,9.910,55,
01/01/2000,02:15:32.90,0.04837,0.20324,-0.02262,-656,-190,-8000,12,16,-1,243,157,-433,0,0,0,0,0,23.5313,1010.23,97117.61,356.27,9.912,56,
01/01/2000,02:15:33.00,0.04969,0.20931,-0.02307,-636,-180,-8044,2,15,-6,231,162,-431,0,0,0,0,0,23.5234,1010.15,97125.47,355.59,9.896,57,
01/01/2000,02:15:33.10,0.05087,0.21444,-0.02347,-632,-190,-8012,13,18,-8,234,163,-439,0,0,0,0,0,23.5156,1010.17,97122.84,356.05,9.915,58,
01/01/2000,02:15:33.20,0.05236,0.22072,-0.02407,-690,-148,-8004,12,16,-5,231,170,-438,0,0,0,0,0,23.5391,1010.13,97128.09,355.37,9.899,59,
01/01/2000,02:15:33.30,0.05380,0.22699,-0.02452,-658,-138,-8084,9,12,-8,238,170,-435,0,0,0,0,0,23.5313,1010.32,97120.23,356.05,9.901,60,
01/01/2000,02:15:33.40,0.05510,0.23236,-0.02493,-682,-116,-8042,7,15,-10,236,160,-442,0,0,0,0,0,23.5234,1010.22,97117.61,356.27,9.919,61,
01/01/2000,02:15:33.50,0.05657,0.23883,-0.02540,-700,-172,-8016,12,14,-6,234,166,-439,0,0,0,0,0,23.5234,1010.32,97122.84,355.82,9.904,62,
01/01/2000,02:15:33.60,0.05807,0.24549,-0.02584,-598,-174,-8044,9,16,-7,232,161,-422,0,0,0,0,0,23.5313,1010.22,97122.84,355.82,9.906,63,
01/01/2000,02:15:33.70,0.05938,0.25120,-0.02625,-680,-134,-8038,9,17,-7,238,160,-426,0,0,0,0,0,23.5234,1010.22,97120.23,356.05,9.922,64,
01/01/2000,02:15:33.80,0.06090,0.25806,-0.02686,-604,-218,-8020,11,15,-6,242,166,-437,0,0,0,0,0,23.5391,1010.13,97114.98,356.50,9.909,65,
01/01/2000,02:15:33.90,0.06251,0.26501,-0.02737,-646,-138,-8018,12,14,-7,230,166,-432,0,0,0,0,0,23.5234,1010.36,97117.61,356.27,9.910,66,
01/01/2000,02:15:34.00,0.06392,0.27090,-0.02780,-622,-192,-8024,11,14,-9,233,165,-433,0,0,0,0,0,23.5234,1010.17,97117.61,356.27,9.926,67,
01/01/2000,02:15:34.10,0.06562,0.27805,-0.02836,-636,-136,-8036,14,11,-6,226,162,-414,0,0,0,0,0,23.5391,1010.26,97120.23,356.05,9.913,68,
01/01/2000,02:15:34.20,0.06699,0.28414,-0.02879,-642,-152,-8068,12,14,-7,247,168,-439,0,0,0,0,0,23.5156,1010.24,97117.61,356.27,9.928,69,
01/01/2000,02:15:34.30,0.06869,0.29156,-0.02924,-648,-98,-8026,8,18,-6,238,160,-440,0,0,0,0,0,23.5313,1010.25,97117.61,356.27,9.915,70,
01/01/2000,02:15:34.40,0.07038,0.29911,-0.02973,-624,-162,-7998,7,14,-6,233,167,-431,0,0,0,0,0,23.5234,1010.15,97117.61,356.27,9.916,71,
01/01/2000,02:15:34.50,0.07185,0.30541,-0.03014,-636,-178,-8016,13,14,-4,238,172,-438,0,0,0,0,0,23.5313,1010.18,97120.23,356.05,9.917,72,
01/01/2000,02:15:34.60,0.07369,0.31312,-0.03067,-650,-158,-8020,12,15,-6,238,162,-435,0,0,0,0,0,23.5234,1010.22,97114.98,355.82,9.932,73,
01/01/2000,02:15:34.70,0.07555,0.32105,-0.03119,-652,-140,-8030,12,16,-6,231,160,-421,0,0,0,0,0,23.5313,1010.18,97120.23,356.05,9.920,74,
01/01/2000,02:15:34.80,0.07710,0.32756,-0.03163,-660,-142,-8060,11,12,-6,237,156,-434,0,0,0,0,0,23.5156,1010.36,97125.47,355.59,9.947,75,
01/01/2000,02:15:34.90,0.07902,0.33558,-0.03214,-702,-142,-8024,12,18,-9,238,172,-428,0,0,0,0,0,23.5313,1010.26,97120.23,356.05,9.922,76,
01/01/2000,02:15:35.00,0.08101,0.34369,-0.03263,-700,-112,-8058,10,16,-2,237,161,-425,0,0,0,0,0,23.5313,1010.24,97122.84,355.82,9.923,77,
01/01/2000,02:15:35.10,0.08257,0.35048,-0.03303,-642,-154,-8016,9,12,-7,242,171,-432,0,0,0,0,0,23.5234,1010.23,97109.75,356.95,9.924,78,
01/01/2000,02:15:35.20,0.08445,0.35880,-0.03355,-676,-134,-8018,9,12,-9,240,172,-431,0,0,0,0,0,23.5391,1010.19,97117.61,356.27,9.925,79,
01/01/2000,02:15:35.30,0.08610,0.36592,-0.03399,-672,-144,-8000,11,18,-6,243,170,-435,0,0,0,0,0,23.5234,1010.22,97120.23,356.05,9.926,80,
01/01/2000,02:15:35.40,0.08796,0.37441,-0.03449,-620,-136,-8010,13,16,-7,230,163,-427,0,0,0,0,0,23.5391,1010.24,97120.23,356.05,9.926,81,
01/01/2000,02:15:35.50,0.08984,0.38299,-0.03503,-624,-142,-8050,14,13,-1,240,162,-433,0,0,0,0,0,23.5391,1010.25,97125.47,355.59,9.927,82,
01/01/2000,02:15:35.61,0.09138,0.39019,-0.03545,-624,-172,-8006,13,15,-7,245,157,-431,0,0,0,0,0,23.5234,1010.26,97114.98,356.50,9.928,83,
01/01/2000,02:15:35.71,0.09336,0.39887,-0.03597,-670,-132,-8010,12,16,-6,237,159,-432,0,0,0,0,0,23.5391,1010.31,97117.61,356.27,9.929,84,
01/01/2000,02:15:35.81,0.09534,0.40768,-0.03654,-636,-182,-8010,13,17,-6,226,150,-412,0,0,0,0,0,23.5313,1010.45,97117.61,356.27,9.930,85,
01/01/2000,02:15:35.91,0.09709,0.41502,-0.03694,-682,-184,-8048,12,16,-4,231,162,-431,0,0,0,0,0,23.5234,1010.20,97122.84,355.82,9.931,86,
01/01/2000,02:15:36.01,0.09909,0.42398,-0.03746,-630,-146,-7996,12,15,-6,237,166,-432,0,0,0,0,0,23.5391,1010.25,97120.23,356.05,9.932,87,
01/01/2000,02:15:36.11,0.10091,0.43255,-0.03783,-634,-182,-8028,14,16,-11,232,163,-437,0,0,0,0,0,23.5234,1010.19,97120.23,356.05,9.932,88,
01/01/2000,02:15:36.21,0.10219,0.43944,-0.03784,-646,-122,-8042,9,15,-5,233,167,-428,0,0,0,0,0,23.5234,1010.23,97122.84,355.82,9.933,89,
01/01/2000,02:15:36.31,0.10382,0.44776,-0.03782,-624,-148,-8006,8,16,-7,240,162,-433,0,0,0,0,0,23.5313,1010.17,97117.61,355.82,9.934,90,
01/01/2000,02:15:36.41,0.10514,0.45475,-0.03781,-614,-134,-8032,15,17,-4,238,160,-433,0,0,0,0,0,23.5391,1010.36,97114.98,356.50,9.934,91,
01/01/2000,02:15:36.51,0.10673,0.46315,-0.03781,-630,-204,-7962,17,18,-11,238,165,-438,0,0,0,0,0,23.5234,1010.38,97117.61,356.27,9.935,92,
01/01/2000,02:15:36.61,0.10837,0.47163,-0.03786,-630,-192,-8044,11,14,-7,231,165,-435,0,0,0,0,0,23.5391,1010.24,97114.98,356.50,9.936,93,
01/01/2000,02:15:36.71,0.10969,0.47870,-0.03785,-554,-136,-8006,12,19,-5,238,170,-431,0,0,0,0,0,23.5391,1010.30,97117.61,355.82,9.937,94,
01/01/2000,02:15:36.81,0.11125,0.48720,-0.03784,-666,-202,-8036,8,10,-10,233,170,-433,0,0,0,0,0,23.5391,1010.20,97117.61,355.82,9.937,95,
01/01/2000,02:15:36.91,0.11287,0.49577,-0.03781,-682,-208,-8010,13,15,-4,233,152,-435,0,0,0,0,0,23.5391,1010.25,97117.61,356.27,9.938,96,
01/01/2000,02:15:37.01,0.11416,0.50296,-0.03779,-658,-164,-8028,7,14,-9,236,165,-431,0,0,0,0,0,23.5313,1010.20,97120.23,356.05,9.939,97,
01/01/2000,02:15:37.11,0.11578,0.51160,-0.03776,-672,-180,-8042,9,13,-4,238,167,-433,0,0,0,0,0,23.5391,1010.32,97122.84,355.82,9.939,98,
01/01/2000,02:15:37.21,0.11741,0.52024,-0.03772,-634,-154,-8034,11,15,-6,240,165,-433,0,0,0,0,0,23.5469,1010.21,97117.61,356.27,9.940,99,
01/01/2000,02:15:37.31,0.11877,0.52747,-0.03767,-710,-118,-8030,15,17,-8,234,166,-439,0,0,0,0,0,23.5313,1010.31,97125.47,355.59,9.940,100,
01/01/2000,02:15:37.41,0.12047,0.53603,-0.03758,-646,-124,-8010,15,15,-7,242,163,-432,0,0,0,0,0,23.5313,1010.24,97122.84,355.82,9.941,101,
01/01/2000,02:15:37.51,0.12182,0.54327,-0.03754,-628,-182,-8038,12,19,-8,237,163,-437,0,0,0,0,0,23.5391,1010.27,97120.23,356.05,9.942,102,
01/01/2000,02:15:37.61,0.12346,0.55190,-0.03746,-650,-220,-7996,11,15,-3,230,163,-439,0,0,0,0,0,23.5391,1010.31,97117.61,356.27,9.942,103,
01/01/2000,02:15:37.71,0.12507,0.56052,-0.03736,-636,-154,-8028,12,14,-8,237,163,-434,0,0,0,0,0,23.5313,1010.13,97122.84,355.82,9.952,104,
01/01/2000,02:15:37.81,0.12640,0.56774,-0.03731,-640,-150,-8058,11,17,-5,236,172,-435,0,0,0,0,0,23.5469,1010.23,97112.37,356.72,9.943,105,
01/01/2000,02:15:37.91,0.12807,0.57638,-0.03729,-664,-168,-8024,16,18,-9,238,165,-435,0,0,0,0,0,23.5313,1010.22,97112.37,356.72,9.944,106,
01/01/2000,02:15:38.01,0.12968,0.58497,-0.03720,-650,-154,-7990,14,14,-5,226,152,-414,0,0,0,0,0,23.5469,1010.24,97122.84,355.82,9.944,107,
01/01/2000,02:15:38.11,0.13101,0.59212,-0.03713,-624,-182,-8032,12,11,-6,230,171,-422,0,0,0,0,0,23.5391,1010.19,97120.23,356.05,9.945,108,
01/01/2000,02:15:38.21,0.13258,0.60068,-0.03706,-680,-176,-8072,11,15,-10,234,163,-434,0,0,0,0,0,23.5547,1010.26,97112.37,356.72,9.945,109,
01/01/2000,02:15:38.31,0.13415,0.60921,-0.03695,-652,-168,-8034,11,13,-8,238,162,-428,0,0,0,0,0,23.5391,1010.21,97114.98,356.50,9.946,110,
01/01/2000,02:15:38.41,0.13548,0.61625,-0.03685,-666,-158,-7974,15,13,-4,228,162,-438,0,0,0,0,0,23.5313,1010.40,97120.23,356.05,9.946,111,
01/01/2000,02:15:38.51,0.13703,0.62468,-0.03675,-604,-176,-8050,10,16,-5,238,162,-428,0,0,0,0,0,23.5391,1010.29,97117.61,356.27,9.947,112,
01/01/2000,02:15:38.61,0.13832,0.63165,-0.03666,-686,-144,-8050,11,14,-6,236,167,-426,0,0,0,0,0,23.5547,1010.23,97120.23,356.05,9.947,113,
01/01/2000,02:15:38.71,0.13990,0.63992,-0.03658,-626,-182,-8014,8,14,-4,240,165,-433,0,0,0,0,0,23.5234,1010.24,97114.98,356.50,9.948,114,
01/01/2000,02:15:38.81,0.14139,0.64812,-0.03647,-646,-196,-8028,14,15,-8,239,163,-437,0,0,0,0,0,23.5391,1010.29,97120.23,356.05,9.939,115,
01/01/2000,02:15:38.91,0.14264,0.65498,-0.03634,-664,-174,-8016,15,16,-6,232,159,-429,0,0,0,0,0,23.5391,1010.07,97112.37,356.72,9.949,116,
01/01/2000,02:15:39.01,0.14411,0.66310,-0.03616,-652,-164,-8052,6,17,-4,245,160,-435,0,0,0,0,0,23.5391,1010.25,97114.98,356.50,9.941,117,
01/01/2000,02:15:39.11,0.14561,0.67113,-0.03600,-620,-144,-8006,15,18,-5,242,161,-432,0,0,0,0,0,23.5313,1010.36,97117.61,356.27,9.941,118,
01/01/2000,02:15:39.21,0.14682,0.67775,-0.03589,-662,-170,-8060,13,14,-9,233,160,-431,0,0,0,0,0,23.5469,1010.19,97112.37,356.72,9.950,119,
01/01/2000,02:15:39.31,0.14825,0.68562,-0.03576,-612,-112,-8048,15,14,-5,233,160,-435,0,0,0,0,0,23.5313,1010.37,97112.37,356.72,9.942,120,
01/01/2000,02:15:39.41,0.14967,0.69341,-0.03564,-636,-174,-8024,16,17,-6,237,161,-427,0,0,0,0,0,23.5625,1010.34,97120.23,356.05,9.942,121,
01/01/2000,02:15:39.51,0.15083,0.69982,-0.03552,-644,-196,-8034,14,13,-7,233,162,-435,0,0,0,0,0,23.5313,1010.21,97112.37,356.72,9.951,122,
01/01/2000,02:15:39.61,0.15221,0.70739,-0.03537,-650,-130,-7998,15,12,-4,240,157,-435,0,0,0,0,0,23.5391,1010.16,97122.84,355.82,9.943,123,
01/01/2000,02:15:39.71,0.15356,0.71485,-0.03522,-684,-152,-8044,12,15,-10,233,162,-431,0,0,0,0,0,23.5469,1010.21,97120.23,356.05,9.944,124,
01/01/2000,02:15:39.81,0.15467,0.72099,-0.03510,-658,-158,-8040,15,17,-4,239,163,-434,0,0,0,0,0,23.5313,1010.29,97117.61,355.82,9.952,125,
01/01/2000,02:15:39.91,0.15601,0.72827,-0.03497,-662,-196,-8006,12,17,-8,237,161,-441,0,0,0,0,0,23.5391,1010.27,97120.23,355.82,9.945,126,
01/01/2000,02:15:40.01,0.15710,0.73427,-0.03480,-650,-170,-8062,11,16,-7,242,168,-434,0,0,0,0,0,23.5391,1010.36,97112.37,356.72,9.945,127,
01/01/2000,02:15:40.11,0.15837,0.74135,-0.03456,-630,-142,-8006,13,13,-3,242,171,-437,0,0,0,0,0,23.5391,1010.17,97120.23,356.05,9.946,128,
01/01/2000,02:15:40.21,0.15965,0.74820,-0.03444,-652,-172,-8028,12,15,-4,231,152,-416,0,0,0,0,0,23.5391,1010.41,97117.61,356.27,9.946,129,
01/01/2000,02:15:40.31,0.16074,0.75386,-0.03431,-680,-138,-8028,14,13,-7,237,166,-429,0,0,0,0,0,23.5391,1010.38,97117.61,356.05,9.946,130,
01/01/2000,02:15:40.41,0.16195,0.76056,-0.03413,-620,-162,-8044,11,15,-8,243,172,-431,0,0,0,0,0,23.5391,1010.42,97117.61,356.72,9.947,131,
01/01/2000,02:15:40.51,0.16312,0.76714,-0.03395,-670,-198,-8030,8,17,-9,236,145,-419,0,0,0,0,0,23.5391,1010.13,97122.84,355.82,9.947,132,
01/01/2000,02:15:40.61,0.16406,0.77252,-0.03382,-666,-172,-8032,7,17,-6,234,166,-432,0,0,0,0,0,23.5469,1010.30,97120.23,356.05,9.948,133,
01/01/2000,02:15:40.71,0.16523,0.77881,-0.03371,-620,-158,-8042,7,15,-3,236,160,-433,0,0,0,0,0,23.5313,1010.27,97122.84,355.82,9.948,134,
01/01/2000,02:15:40.81,0.16631,0.78501,-0.03354,-642,-144,-8034,11,15,-3,236,162,-431,0,0,0,0,0,23.5469,1010.18,97117.61,356.27,9.948,135,
01/01/2000,02:15:40.91,0.16710,0.79007,-0.03330,-628,-138,-8002,8,13,-6,240,160,-433,0,0,0,0,0,23.5469,1010.15,97114.98,356.50,9.949,136,
01/01/2000,02:15:41.01,0.16813,0.79602,-0.03313,-638,-174,-8024,10,12,-9,232,159,-425,0,0,0,0,0,23.5391,1010.25,97117.61,356.27,9.949,137,
01/01/2000,02:15:41.11,0.16899,0.80086,-0.03297,-662,-146,-8012,9,18,-2,243,167,-428,0,0,0,0,0,23.5469,1010.27,97114.98,356.50,9.950,138,
01/01/2000,02:15:41.21,0.16994,0.80657,-0.03280,-632,-150,-8092,11,16,-6,238,167,-426,0,0,0,0,0,23.5391,1010.21,97114.98,356.50,9.957,139,
01/01/2000,02:15:41.31,0.17090,0.81212,-0.03263,-684,-160,-7986,14,15,-2,217,154,-429,0,0,0,0,0,23.5469,1010.19,97120.23,356.05,9.950,140,
01/01/2000,02:15:41.42,0.17168,0.81668,-0.03241,-644,-160,-8046,12,13,-8,237,168,-427,0,0,0,0,0,23.5469,1010.27,97117.61,356.27,9.951,141,
01/01/2000,02:15:41.52,0.17258,0.82200,-0.03224,-628,-172,-8056,13,16,-8,230,161,-441,0,0,0,0,0,23.5469,1010.39,97120.23,356.27,9.951,142,
01/01/2000,02:15:41.62,0.17348,0.82719,-0.03201,-662,-178,-8044,12,17,-9,236,162,-431,0,0,0,0,0,23.5469,1010.35,97117.61,356.27,9.951,143,
01/01/2000,02:15:41.72,0.17417,0.83144,-0.03185,-662,-150,-8062,15,20,-4,224,167,-435,0,0,0,0,0,23.5547,1010.29,97125.47,355.59,9.952,144,
01/01/2000,02:15:41.82,0.17497,0.83639,-0.03164,-646,-164,-8056,8,16,-11,238,157,-426,0,0,0,0,0,23.5313,1010.24,97114.98,356.50,9.952,145,
01/01/2000,02:15:41.92,0.17576,0.84118,-0.03139,-660,-196,-8012,12,16,-6,232,161,-432,0,0,0,0,0,23.5547,1010.38,97117.61,356.27,9.952,146,
01/01/2000,02:15:42.02,0.17642,0.84508,-0.03123,-630,-134,-8042,8,15,-7,237,166,-437,0,0,0,0,0,23.5391,1010.24,97120.23,356.05,9.953,147,
01/01/2000,02:15:42.12,0.17712,0.84965,-0.03096,-606,-136,-8018,7,19,-9,239,163,-425,0,0,0,0,0,23.5469,1010.46,97117.61,356.27,9.953,148,
01/01/2000,02:15:42.22,0.17775,0.85335,-0.03078,-648,-134,-8020,14,14,-7,238,167,-435,0,0,0,0,0,23.5547,1010.28,97120.23,356.05,9.953,149,
01/01/2000,02:15:42.32,0.17848,0.85768,-0.03059,-646,-122,-8074,11,14,-5,233,167,-438,0,0,0,0,0,23.5469,1010.33,97117.61,356.27,9.954,150,
01/01/2000,02:15:42.42,0.17925,0.86191,-0.03041,-620,-166,-8024,16,20,-5,219,155,-412,0,0,0,0,0,23.5313,1010.32,97112.37,356.72,9.954,151,
01/01/2000,02:15:42.52,0.17977,0.86533,-0.03026,-638,-136,-8026,8,15,-5,228,165,-433,0,0,0,0,0,23.5625,1010.27,97117.61,356.27,9.954,152,
